Order,Member,GRC,Date,Speech
482,Liang Eng Hwa,Bukit Panjang,28/2/2022,"The package offers up to $285 worth of U-Save rebate per household living in HDB flats, and an additional $200 top-up to every child and student's Edusave account, and another $100 CDC voucher which is very popular among Singaporeans."
483,Liang Eng Hwa,Bukit Panjang,28/2/2022,"As the international situation and global supply chains continue to be unstable, I hope the Government will continue to pay close attention to consumer price fluctuations, especially utilities, and expand the package when necessary to help Singaporeans cope and tide over this difficult period."
484,Liang Eng Hwa,Bukit Panjang,28/2/2022,"Mr Speaker, I am also glad that the Finance Minister has responded positively to Singaporeans' concerns about the impact of raising GST this year. He has postponed the timetable to next year and the following year and will raise the GST 1% point per year in two years’ time. This will significantly reduce the inflationary pressure."
485,Liang Eng Hwa,Bukit Panjang,28/2/2022,"Many Singaporeans feel that while GST increase is inevitable, it is better later than early. It is better to raise it in two tranches than 2% points in one go."
486,Liang Eng Hwa,Bukit Panjang,28/2/2022,"Most importantly, we will have a $6.6 billion enhanced Assurance Package to help most Singaporeans offset the impact of higher GST. For example, under this package, each adult Singaporean will receive a cash grant of between $700 and $1,600. The Government will also give out $600 to $900 in GST vouchers to lower-income elderly Singaporeans."
487,Liang Eng Hwa,Bukit Panjang,28/2/2022,"Other subsidies include a U-Save rebate of up to $570, and $200 worth of CDC Vouchers for each household next year and the following year."
488,Liang Eng Hwa,Bukit Panjang,28/2/2022,"The total amount of these rebates is substantial and will be sufficient to offset the increased GST amount that most Singaporeans will have to pay over the next five years. For low-income families, the increased GST amount can be offset over the next 10 years."
489,Liang Eng Hwa,Bukit Panjang,28/2/2022,"For example, a family living in a 3-room flat with two children will receive nearly $5,000 worth of assistance from this Assurance Package, but roughly, this family will only have to pay an additional $400 GST. In other words, the subsidy that this family will receive is more than 10 times the additional GST they need to pay. Retirees living in 4-room flats will receive subsidies that can fully offset the extra GST they have to pay. For utilities, 1-room and 2-room households will receive rebates of up to eight to 10 months, 3-room and 4-room households will receive rebates of up to four to six months, and 5-room households will receive rebates of three months."
490,Liang Eng Hwa,Bukit Panjang,28/2/2022,"Mr Speaker, our tax and grant regime has always been inclined to helping the poor. The tax changes this time round further strengthen this characteristic by raising the income tax and wealth taxes for high-income earners on one hand and expanding the assistance and subsidies for lower-and middle-income families on the other hand."
491,Liang Eng Hwa,Bukit Panjang,28/2/2022,"Those with better incomes or wealth can afford higher taxes because of their better economic conditions. Most of them are also consumers who spend more, so their GST contributions are also higher than those of the lower income groups."
492,Liang Eng Hwa,Bukit Panjang,28/2/2022,"According to MOF figures, 60% of the GST collected come from high-income earners and tourists. Under our overall tax and grant system, low-income earners will receive a $4 subsidy for every $1 of tax paid. The middle 20 percentile will receive a $2 subsidy for every $1 of tax paid. High-income earners will receive a subsidy of $0.30 for every $1 of tax paid."
493,Liang Eng Hwa,Bukit Panjang,28/2/2022,These figures demonstrate vividly that our tax and grant system is really focused on taking care of lower-middle income Singaporeans. I think this is a fair tax system that we aspire to.
